scenario,num_agents,state_dim,mixing_depth,mean_action_budget,conflict_level,rho,competitive_extension,mean_target_overlap,sample_idx,method,query_budget,observable_error,utility_error
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,14,monte_carlo,256,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,15,amplitude_estimation,8,0.0073386507306820725,0.0073386507306820725
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,15,monte_carlo,8,0.014107958676044183,0.014107958676044183
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,15,amplitude_estimation,16,0.0073386507306820725,0.0073386507306820725
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,15,monte_carlo,16,0.04839204132395582,0.04839204132395582
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,15,amplitude_estimation,32,0.0073386507306820725,0.0073386507306820725
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,15,monte_carlo,32,0.04839204132395582,0.04839204132395582
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,15,amplitude_estimation,64,0.0073386507306820725,0.0073386507306820725
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,15,monte_carlo,64,0.014107958676044183,0.014107958676044183
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,15,amplitude_estimation,128,0.0073386507306820725,0.0073386507306820725
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,15,monte_carlo,128,0.04535795867604418,0.04535795867604418
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,15,amplitude_estimation,256,0.001231500151777698,0.001231500151777698
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,15,monte_carlo,256,0.009329541323955817,0.009329541323955817
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,16,amplitude_estimation,8,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,16,monte_carlo,8,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,16,amplitude_estimation,16,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,16,monte_carlo,16,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,16,amplitude_estimation,32,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,16,monte_carlo,32,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,16,amplitude_estimation,64,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,16,monte_carlo,64,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,16,amplitude_estimation,128,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,16,monte_carlo,128,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,16,amplitude_estimation,256,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,16,monte_carlo,256,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,17,amplitude_estimation,8,0.09937751788208951,0.09937751788208948
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,17,monte_carlo,8,0.22526086540143866,0.22526086540143864
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,17,amplitude_estimation,16,0.008431723492711068,0.00843172349271104
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,17,monte_carlo,16,0.06901086540143866,0.06901086540143864
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,17,amplitude_estimation,32,0.008431723492711068,0.00843172349271104
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,17,monte_carlo,32,0.037760865401438665,0.03776086540143864
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,17,amplitude_estimation,64,0.008431723492711068,0.00843172349271104
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,17,monte_carlo,64,0.022135865401438665,0.022135865401438637
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,17,amplitude_estimation,128,0.008431723492711068,0.00843172349271104
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,17,monte_carlo,128,0.025622482117910378,0.025622482117910406
